gene_id,egg_1,egg_5,egg_7,zoea_1,zoea_2,megalopaS_01,megalopaS_02,megalopaS_04,megalopaF_2,megalopaF_5,megalopaF_6,larvaeI_1,larvaeI_2,larvaeI_3,larvaeIII_1,larvaeIII_2,larvaeIII_3,larvaeV_2,larvaeV_4,larvaeV_6
LOC127003560,3.38,0.44,2.25,32.43,34.23,20.59,20.81,18.46,30.37,24.5,33.15,7.18,9.67,9.28,0.78,1.46,4.44,1.49,0.93,0.96
LOC127003561,0.92,0.73,0.94,5.81,6.33,11.73,19.78,7.16,0.15,0,0.82,235.84,0.49,77.37,0.18,1.09,0.08,0.37,0.11,0.48
LOC127003562,4.51,9.32,23.29,3.78,4.39,2.62,2.63,4.98,5.36,0.98,4.67,0.68,0.89,0.67,0.49,0.8,0.68,1,1.34,0.66
LOC127003563,5.48,6.06,11.69,4.22,3.44,3.11,2.31,2.53,3.77,3.66,3.41,36.04,20.55,33.33,0.84,2.16,1.36,1.02,1.56,1.16
LOC127003564,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003565,14.64,20.73,17.47,8.56,8.6,4.95,4.48,6.36,7.18,4.75,7.44,1.67,0.99,1.04,1.64,2.54,2.38,1.96,1.94,1.75
LOC127003566,3.33,2.47,2.37,3.98,3.92,4.16,3.87,5.33,8.19,4.39,5.24,4.62,3.14,4.11,0.55,0.86,0.88,0.21,0.09,0.12
LOC127003567,17.67,11.98,15.7,22.02,22.17,21.02,33.72,18.32,40.01,24.35,49.08,229.12,277.41,146.09,33.87,90.06,60.25,45.48,40.89,22.75
LOC127003568,0.31,0.33,0.11,1.71,1.82,115.06,150.63,131.29,0.73,0.57,0.74,40.28,55.07,43.73,0.81,0.54,6.49,5.17,0.67,18.77
LOC127003569,0.18,0.19,0.24,0,0,0.39,1.13,0.17,0.69,0.19,0.75,0.28,0.61,0.36,0.14,0.24,0,0.11,0.33,0
LOC127003570,0.16,0.33,0.11,32.53,32.6,25.72,27.79,28.21,42.94,27.13,39.32,16.39,19.98,8.81,21.69,22.6,20.64,22.98,36.76,25.11
LOC127003571,7.17,4.66,3.85,53.92,52.15,38.76,56.94,44.49,81.61,73.97,91.35,48.08,56.29,26.19,74.33,96.18,55.59,73.12,71.14,64.53
LOC127003572,26.49,25.34,26.07,13.17,15.62,8.82,8.12,7.47,7.8,9.52,8.66,3.51,4.65,2.71,4.04,5.15,3.14,4.08,3.34,3.6
LOC127003573,0,0,0,0.15,0.04,1,0.58,0.32,2.19,2.19,1.37,1.39,0.97,1.44,0.48,0.15,1.06,0.25,0.42,0.12
LOC127003574,23.27,26.93,24.05,15.4,12.28,10.22,10.19,13.27,12.73,14.84,16.51,3.17,3.33,2.22,10.46,15.76,13.3,12.51,21.35,10.01
LOC127003575,116.66,146.08,141.64,54.23,52.85,53.48,37.51,67.55,89.77,70.26,103.86,27.15,33.32,13.78,29.68,54.83,38.79,50.4,90.17,36.26
LOC127003576,3.67,4.55,1.95,25.6,22.47,0.76,1.57,1.35,0.98,0.43,0.68,0.33,0.06,0.28,0.11,0.37,0.79,0.04,1.4,0.43
LOC127003577,1.19,2.68,0.81,5.81,4.3,0.46,0.85,0.45,0.34,0.27,0.15,0.06,0.06,0.22,0.32,0.1,0.45,0.19,0.67,0.28
LOC127003578,11.55,22,13.4,16.31,15.83,30.72,44.77,37.73,65.9,40.99,70.71,150.3,100.81,154.25,7.99,12,12.02,5.39,11.29,10.16
LOC127003579,5.46,10.07,7.12,3.31,3.46,1.61,1.97,2.82,3.75,2.22,3.2,0.91,1.15,0.82,0.65,0.87,0.71,0.54,0.96,0.33
LOC127003580,19.43,21.32,25.46,8.99,9.7,5.74,5.88,6.63,7.19,5.55,7.82,1.75,3.03,2.03,3.45,4.7,3.72,3.17,5.13,3.03
LOC127003581,12.73,15.56,11.54,7.63,7.35,5.29,5.53,5.37,5.23,4.54,7.03,1.64,1.81,1.28,1.89,2.08,1.97,2.4,2.3,1.38
LOC127003582,27.42,21.21,27.97,74.81,70.79,93.73,33.47,132.64,160.57,148.46,183.2,12.54,13.06,13.87,85.42,62.67,45.74,46.3,141.63,34.38
LOC127003583,7.19,7.36,20.01,19.27,19.83,14.68,16.5,22.36,12.86,22.62,14.81,6.21,3.89,1.94,13,12.48,12.72,17.81,13.98,18.25
LOC127003584,7.09,11.94,13.55,4.11,4.55,3.54,2.89,3.87,5.9,2.53,5.59,0.79,0.85,0.46,1.08,2.71,1.29,1.54,2.58,1.71
LOC127003585,111.08,100.92,111.81,34.71,33.95,17.13,14.98,21.44,21.83,21.06,20.04,7.66,9.18,5.65,5.76,10.13,6.62,8.18,7.7,6.69
LOC127003586,37.28,107.79,72.96,71.18,73.44,67.61,67.86,103.41,51.92,30.12,47.88,38.72,50.97,37,25.88,35.59,38.76,81.77,54.24,81.34
LOC127003587,18.32,15.38,15.12,28.45,27.01,45.26,62.22,37.62,46.69,25.03,56,39.88,31.55,27.36,11.89,32.95,46.53,26.3,47.78,10.33
LOC127003588,49.68,125.58,57.31,80.16,63.96,62.52,54.67,96.56,42.43,43.78,44.26,39.11,51.94,47.39,22.72,35.13,46.35,97.66,66.46,95.91
LOC127003589,58.23,65.51,69.57,20.58,22.42,7.97,7.57,11.71,14.08,7.5,11.98,3.28,3.53,2.77,4.15,5.75,3.92,3.73,5.46,2.95
LOC127003590,13.67,12.05,8.04,34.58,36.07,25.24,31.13,33.67,41.37,51.03,41.71,31.54,23.67,13.84,87.42,81.83,74.96,84.97,65.52,44.44
LOC127003591,1.61,6.93,5.1,3.76,3.26,2.15,3,7.26,6.13,1,4.11,0.85,1.36,1.11,0.42,0.46,0.91,0.17,0.93,0.94
LOC127003592,2.38,6.93,3.94,3.64,4.19,2.6,3.94,6.02,5.95,1.29,3.11,1.29,3.04,1.69,0.23,0.68,0.73,0.06,1.23,1.21
LOC127003593,0.15,0.74,0.11,0.06,0,0,0,0.14,0,0,0.44,0,0,0,0.05,0.03,0,0,0,0
LOC127003594,9.27,4.92,9.56,17.32,14.26,6.3,5.76,7.69,10.9,11.71,10.09,0.6,3.28,2.55,1.32,3.44,1.12,0.41,1,0
LOC127003596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
LOC127003597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003598,0.4,0.42,0.55,2.32,4.06,4.15,4.15,4.17,3.91,4.83,5.12,1.28,2.41,1.84,1.26,1.23,1.45,0.26,1.86,0.84
LOC127003599,0,1.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003600,0,0,0,0,0.27,0,0,0.36,0,0,0,0,0,0.45,0,0,0,0,0.3,0.32
LOC127003601,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,10.27,2.97
LOC127003602,0.06,0,0,11.7,13.66,0.04,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0
LOC127003603,1030.65,1036.39,1260.88,0.04,0.1,0,0,0.04,0.19,0,0.34,0.08,0.04,0.05,0,0,0,0,0.18,0.2
LOC127003604,0,0,0.16,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0
LOC127003605,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63
LOC127003606,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003607,0,0,0,0.37,0.34,0.31,0.61,0.33,0.55,0.22,0.4,0.28,0.12,0.07,0,0,0,0,0,0
LOC127003608,0,0,0,0.2,0.14,0.21,0.49,0.46,0.36,0.38,0.4,0.14,0.2,0.13,0,0,0.05,0.06,0.03,0
LOC127003609,38.68,32.14,33.27,8.56,8.33,3.5,2.33,4.47,3.48,4.21,3.3,0.64,0.77,0.91,2.58,3.94,2.26,4.13,3.58,3.48
LOC127003610,0,0.06,0.12,0,0.09,0.1,0,0.06,0.09,0,0,0,0,0,0.05,0,0.1,0,0,0
LOC127003611,0,0,0,0,0,0,0,0,3.49,2.54,4.07,0,0,0,0,4.51,0,0,1.61,0
LOC127003612,0.24,0,0,0.41,0.55,0,0,0,14.81,15.33,19.98,0,0,0,0,34.98,0,0,15.68,0
LOC127003613,0,0,0,0.11,0,0,0.1,0,4.1,3.17,7,0,0,0,0,4.38,0,0,2,0
LOC127003614,0,0,0,3.14,2.11,0,0.07,0,0,0,0,0.07,0.43,0.86,0,0,0,0,0,0
LOC127003615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0
LOC127003616,0.45,0.64,0.21,4.17,3.92,5.27,3.73,4.15,4.73,2.7,3.02,1.33,1.3,2.01,0.95,1.45,2.64,0.68,0.71,0.96
LOC127003617,0.5,0,0.46,0,0,0,0.67,0.78,0,0,0,0,0,0,1.26,0.7,1.71,0.47,0,0
LOC127003619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003620,0.99,0.42,2.03,22.13,24.81,18.91,21.8,20.34,40.36,12.66,37.29,6.85,9.43,2.43,5.74,4.31,5.16,2.74,8.7,3.75
LOC127003621,0.1,0.44,0.37,0.19,0.23,0.23,0.19,0.36,0.8,0.2,0.79,0.05,0.01,0.07,0.02,0.04,0.05,0.01,0.08,0.04
LOC127003622,0,0.06,0.08,0.74,1.42,0,0,0,0,0,0.17,0,0.26,0.12,0,0,0,0,0.06,0
LOC127003623,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003624,2.54,4.62,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0
LOC127003625,0,0,0,1.73,1.24,0,0,0.04,0.19,0.02,0.03,0.4,2.98,0.9,0,0.1,0,0,0,0
LOC127003626,0,0,0,5.1,9.07,1.46,2,0.58,0.17,0.18,0.33,11.26,0,46.42,0,0.67,0,0,0,0.13
LOC127003627,0,0.51,0.11,0.07,0.03,0.53,0.57,0.98,0.73,0.29,0.51,0.45,0.1,0.12,0.09,0.14,0.15,0,0.04,0
LOC127003628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003629,0,0,0,0.13,0.31,0.44,0.64,1.33,1.15,0.39,0.42,0.29,0.38,0.38,0.29,0.05,0.05,0.05,0.07,0.08
LOC127003630,4.96,14.21,15.15,4.33,4.66,5.05,5.27,9.66,7.83,1.4,4.26,1.92,0.91,1.44,0.31,0.61,0.7,0.24,1.11,0.9
LOC127003631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003633,0,0,0,7.98,7.61,26.18,30.83,22.64,18.01,22.69,16.33,41.43,33.84,31.5,6.17,5.41,8.95,5.98,4.84,12.53
LOC127003634,42.38,58.66,56.28,13.79,13.96,5.58,5.22,8.98,6.37,1.61,5.37,2.12,0.96,0.71,1.09,2.29,2.54,2.88,5.47,2.06
LOC127003635,4.32,8.98,8.39,1.12,3.53,1.33,2.01,2.9,5.63,0.57,1.54,0.72,1.09,0,0.28,0.37,0.52,0.46,1.01,0.38
LOC127003636,4.22,2.5,1.35,0.43,0.34,1068.8,1202.46,231.34,0.86,0.35,0.47,119.34,145.03,100.03,0,0,0,0,0,0
LOC127003637,232.51,297.06,241.05,76.64,68.44,53.97,59.39,69.62,71.51,66.36,69.64,25.47,26.83,22.04,31.44,41.52,34.68,41.84,45.07,44.6
LOC127003638,0.27,0.12,0.27,2.39,1.72,3.01,2.65,5.16,3.51,2.01,3.02,0.86,1.2,1.62,0.16,0.08,0.34,0.04,0.27,0.76
LOC127003639,30.93,13.64,40.41,49.56,49.5,24.13,28.62,32.31,21.06,21.92,27.52,11.11,12.42,8.11,7.28,15.15,11.03,14.95,11.71,6.88
LOC127003640,0,0.31,0.2,0.04,0.14,0,0.08,0.09,0.26,0.1,0.07,0.04,0,0,0,0,0,0,0,0
LOC127003641,0,0.19,0,1.57,1.33,1.79,2.46,3.52,3.4,1.31,2.55,0.55,0.6,0.65,0.11,0.04,0.24,0.01,0.04,0
LOC127003642,0.5,0.91,0.77,0.04,0.12,0.12,0.17,0.2,0.43,0.1,0.2,0.47,0.41,0.34,0.28,0.08,0.71,0.03,0.02,0.03
LOC127003643,0,0,0,0.31,0.26,0.21,0.54,0.9,0.22,0.09,0.27,0.15,0.09,0.2,0.08,0.07,0.14,0,0.15,0.19
LOC127003644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003651,2.37,1.41,1.02,1.03,0.71,0.37,0.13,0.17,0.61,0.33,0.23,0,0.14,0,0.6,0.2,0,0.12,0.14,0.16
LOC127003652,6.29,5.78,4.47,1.76,1.72,1.36,0.68,1.53,1.55,0.35,1.21,1.21,2.33,2.98,0.52,0.74,0.94,0,1.93,0
LOC127003653,313.82,326.75,364.84,119.55,121.63,55.42,56.85,67.65,61.65,59.35,63.02,35.08,46.1,30.01,9.8,24.47,18.35,24.91,31.4,29.9
LOC127003654,2.53,2.93,2.38,0.19,0.42,0.86,0.3,0.57,0.34,1.38,0.12,0.32,0.42,0.57,0.2,0.19,0.62,0.06,0.15,0
LOC127003655,1.95,0.78,5.82,0.27,0.04,0.05,0.15,0.12,0.4,0.32,0.26,0.19,0,0.06,0,0.08,0.13,0.04,0,0.13
LOC127003656,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.03,0.13,0.05
LOC127003657,5.6,4.45,6.66,1.7,1.45,1.41,1.01,1.41,2.81,2.39,2.12,0.24,0.3,0.58,0.86,1.43,1.06,0.78,1.27,0.74
LOC127003658,1.55,1.5,0.81,0.18,0.22,0.08,0.15,0.33,0.53,0.15,0.28,0,0.09,0.24,0,0,0.09,0,0.05,0.13
LOC127003659,14.12,15.24,14.62,8.52,10.12,6.8,7.27,5.83,9.63,8.85,7.43,1.14,1.65,1.5,3.42,4.47,2.69,4.42,2.21,1.77
LOC127003660,17.74,31.47,23.68,38.9,35.56,78.96,82.01,95.69,99.8,54.92,83.76,37.34,23.77,25.3,24.28,17.33,30.8,21.71,39.32,73.24
LOC127003661,10.74,13.7,27.37,2.66,2.67,5.87,2.15,4.52,1.69,0.76,1.88,1.01,0,0,1.34,0,1.14,0.49,1.44,1.04
LOC127003662,0.59,1.19,0.87,0.03,0.1,0.09,0.35,0.28,0.49,0.26,0.59,0.12,0.27,0.06,0.02,0.21,0.12,0.02,0.42,0.25
LOC127003663,0.49,1.81,0.95,0.24,0.1,0.02,0.11,0.1,0.04,0.03,0,0.04,0.07,0.21,0.02,0.07,0.08,0.05,0.18,0.09
LOC127003664,9.17,4.74,5.08,2.19,2.61,0.87,2.1,2.42,1.25,1.86,1.28,0.13,0.85,0.96,1.31,0.23,0.12,0.46,0.77,1.21
LOC127003665,0.18,0.37,0.14,0.94,0.76,0.57,0.56,0.86,1.56,1.14,0.9,0.28,0.27,0.14,0.05,0.12,0.26,0.14,0.39,0.11
LOC127003666,0.23,0.06,0,0,0.04,0,0,0.03,0.04,0.03,0,0,0,0.03,0,0,0,0.04,0,0
LOC127003667,0.59,0.1,0.13,0.04,0.02,0.03,0.03,0.04,0.03,0.06,0.07,0.07,0.02,0,0.03,0.03,0.09,0.06,0.19,0.18
LOC127003668,3.26,1.99,1.71,0.67,0.69,0.38,0.27,0.35,0.33,0.1,0.82,0.68,0,0.08,0.44,0.05,0.15,0.3,0.19,0
LOC127003669,7.88,13.17,7.19,4,3.93,3.06,3.58,3.56,4.59,2.38,4.86,0.72,1.18,0.5,1.15,1.94,0.93,0.84,1.08,0.73
LOC127003670,7.61,11.12,6.27,3.98,4.51,3.13,2.68,4.48,3.03,3.17,4.12,0.21,0.37,0.18,1.75,1.41,1.25,1.25,1.25,1
LOC127003671,2.14,3.27,3.13,0.67,0.56,0.66,0.62,1.72,1.9,1.3,1.17,0.51,0.23,0.13,0.1,0.98,0.64,0.05,0.35,0.52
LOC127003672,29.18,23.23,29.61,10.56,9.72,5.8,5.77,6.05,8.83,8.84,8.28,3.74,5.34,2.16,5.74,10.06,5.69,5.2,4.87,4.18
LOC127003673,3.52,2.75,3.96,1.41,1.36,1.04,0.53,1.42,0.89,0.9,1.34,0.48,0.52,0.36,0.22,0.22,0.52,0.38,0.96,0.95
LOC127003674,0.4,0.97,0.42,0.05,0.14,0.11,0,0.33,0.26,0,1.02,0.11,0.37,0.1,0.04,0.17,0.34,0.18,0.54,0.1
LOC127003675,1.01,0.95,1.54,0.83,0.36,0.29,0.39,0.25,0.43,0.23,0.33,0.27,0.14,0.67,0.22,0.65,0.33,0,0.7,0
LOC127003676,0.05,0.11,0.07,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.04,0,0,0
LOC127003677,0,0.62,1.51,0.49,0.14,0,0.42,0,0.69,0,0.25,0.15,0,0.2,0,0,0,0.23,0.33,0
LOC127003678,6.24,4.97,3.84,0.63,0.68,0.64,0,0.16,0.66,0.4,0.55,0.23,0.34,0.15,0.43,0.27,0.66,0.28,0,0.43
LOC127003679,0,0,0,0.2,0.27,0.14,0,0.09,0,0.02,0,0.03,0,0,0,0,0.09,0.08,0.34,0.15
LOC127003680,13.61,9.6,10.28,9.69,7.39,6.72,4.93,5.03,5.25,3.86,5.93,1.91,1.85,1.17,2.24,4.91,2.82,2.06,2.22,2.62
LOC127003681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003682,0.39,0.31,0.3,0.07,0.11,0.14,0.18,0.07,0.3,0,0.58,0.24,0,0.16,0.06,0,0.06,0.1,0.07,0.09
LOC127003683,11.1,9.14,12.29,2.56,3.07,1.51,0.58,0.89,1.06,0.75,1.47,0.14,0.42,0,0.21,0.69,0.09,0,0.91,0.98
LOC127003684,1.44,1.71,1.78,1.38,1.43,1.05,1.19,1.84,1.89,0.72,1.88,0.64,0.84,0.39,0.59,0.98,0.47,0.29,0.35,0.65
LOC127003685,14.7,16.6,18.73,8.33,8.93,5.92,6.95,7.83,11.22,8.24,11.03,2.78,3.54,2.35,4.25,6.16,5.61,3.8,6.38,5.22
LOC127003686,0.23,0.7,0.42,0.61,0.39,0.32,0.55,0.08,0.12,0.32,0.91,0.1,0.1,0,0,0.08,0.04,0,0.11,0.05
LOC127003687,35.65,27.58,38.36,29.65,31.13,20.06,17.94,19.93,16.7,19.41,15.87,8.32,6.78,8.43,12.06,10.77,12.77,15.78,13.65,15.23
LOC127003688,4.49,6.33,6.25,4.58,4.4,1.11,2.08,6.14,1.63,1.76,2.75,1.78,0.81,1.24,0.71,1.69,0.31,0.9,1.75,0.53
LOC127003690,4.04,5.36,3,1.56,2.89,1.44,1.35,1.84,2.5,1.4,2.32,0.4,0.69,1.88,0.53,1.14,0.76,1.09,0.19,0.55
LOC127003691,0,0,0,0,0,0.14,0.3,0,0,0.2,0.27,0,0,0,0,0,0,0,0,0
LOC127003692,0.11,0.12,0,0.1,0,0.17,0,0.21,0,0,0.16,0.09,0,0,0.09,0,0.08,0.07,0.11,0
LOC127003693,3,4.55,2.1,1.57,1.51,0.65,1.29,0.48,1.93,1.19,2.66,0.78,1.24,0.25,0.2,0.19,0.05,0,0.29,0.68
LOC127003694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.15,0,0,0
LOC127003695,0.16,1.44,1.29,0.11,0.33,0.18,0.18,0.14,0.6,0.54,0.53,0.05,0.16,0.08,0.09,0.22,0.11,0.1,0.27,0.08
LOC127003696,2.75,1.61,4.64,0,0.85,0.29,1.13,1.51,3.25,2.37,2.18,0.39,1.93,0,0.23,0,1.02,0.16,0.13,0
LOC127003697,0.49,0,2.24,0.4,0.38,0.07,0.39,0,0,0,0.2,0,0.1,0.12,0,0,0.1,0.13,0.21,0
LOC127003698,0.62,1.73,1.4,1.4,1.62,1.97,3.32,3.51,2.51,0.93,2.71,1.05,1.75,1,0.31,0.18,0.57,0.05,0.51,0.14
LOC127003699,5.69,15.77,5.69,15.2,13.01,28.6,31.82,35.23,25.52,21.74,25.12,21.6,10.28,9.37,1.85,1.71,8.88,1.79,4.93,3.08
LOC127003700,0,0,0,0,0,0,0,0,0,0.24,0,0.18,0,0,0,0,0,0,0,0
LOC127003701,0,0,0,0.05,0.04,0.29,0.1,2.55,0.08,0.52,0.35,7.81,1.21,0.95,141.58,72.1,107.64,36.47,108.9,87.22
LOC127003702,0.89,0.64,0.51,1.02,0.5,1.02,1.01,1.17,0.85,0.21,1,0.97,0.41,0.62,0,0.16,0,0,0,0.05
LOC127003703,39.82,39.23,36.13,15.82,17.61,6.33,4.21,7.34,6.86,1.5,5.63,1.45,1.49,0.91,1.3,20.52,4.45,1.44,3.86,18.14
LOC127003704,0.31,0.44,0,2.86,1.88,4.15,2.97,4.12,5.94,1.96,3.7,1.49,1.78,2.01,0,0.07,0.23,0,0,0
LOC127003705,0,0,0,1.94,0,3.2,2.19,1.03,3.55,2.28,1.52,0,0.47,0,0,0.38,0,0,0,0.57
LOC127003706,4.25,12.37,7.43,2.52,2.63,2.25,2.34,5.56,5.02,1.73,3.97,0.95,0.7,1.12,0.82,1.19,1.81,0.81,3.69,1.91
LOC127003707,0.06,0.77,0.53,0.46,0.39,0.29,0.25,1.15,1.57,0.25,1.14,0.03,0.1,0.06,0.13,0.19,0.34,0.02,1.11,0.29
LOC127003708,0.03,0.06,0.17,0.14,0.06,0.09,0.22,0.2,0.08,0,0.09,0.12,0.03,0.03,0.1,0,0.09,0.04,0,0
LOC127003709,0.02,0,0,0.42,0.32,0.31,0.17,0.52,1.42,0.55,1.01,0.36,0.26,0.55,0.13,0.58,0.32,0.17,0.48,0.96
LOC127003710,0.32,0.9,0.63,0.51,0.39,0.36,0.42,1.04,0.83,0.19,0.75,0.12,0.13,0.05,0.12,0.07,0.19,0.05,0.26,0.26
LOC127003711,2.24,3.87,3.38,1.52,1.01,1.71,1.26,3.48,3.32,0.57,2.2,0.64,0.94,0.45,0.6,0.61,1.01,0.36,1.87,1.75
LOC127003712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003713,8.37,16.25,11.22,7.07,5.65,4.42,4.01,6.18,9.83,2.24,6.19,1.12,1.34,1.17,0.43,1.15,1.18,0.21,1.94,1.27
LOC127003714,0.97,1.78,1.71,0.56,0.14,0.13,0.12,0.66,1.11,0.04,0.24,0.11,0.06,0.09,0.14,0,0.19,0.04,0.54,0.45
LOC127003715,8.9,13.7,11.64,2.54,2.71,2.22,1.3,5.09,4.41,0.6,2.44,0.34,1.44,0.85,1.14,0.66,0.51,1.18,1.57,1.66
LOC127003716,0.62,3.77,3.5,0.41,0.3,0.26,0.21,0.42,0.35,0,0.33,0.09,0,0.46,0,0,0,0,1.18,0.25
LOC127003717,15.75,22.52,16.8,78.84,61.3,77.37,62.66,123.13,68.29,45.41,66.57,13.48,47.44,30.28,12.94,27.71,20.37,17.96,24.13,51.53
LOC127003718,0.14,0.14,0.56,0.81,0.38,0.77,1.52,0.39,3.4,0.95,1.76,0.33,0.12,0.21,0,0.14,0,0,0.58,0.22
LOC127003719,2.16,5.16,4.81,0.72,0.74,0.27,0.65,1.27,0.66,0.35,0.59,0.16,0.19,0.09,0.11,0.36,0.24,0.03,0.69,0.33
LOC127003720,0.73,4.44,0.42,1.28,0.34,0.12,0.06,0.88,0.17,0.19,0,0,0.06,0.27,0.11,0.15,0.15,0.04,0.27,0.25
LOC127003721,2.67,4.99,2.77,1.84,1.78,1.12,2.12,2.74,4.07,0.52,2.43,1.05,1.2,0.82,1.19,1.42,0.96,0.55,3.12,3.92
LOC127003722,2.79,4.89,4.16,0.26,0,0.55,0.98,0.55,0.2,0.22,0.39,1.15,0,0.67,0.29,0.41,0.44,0.13,1.04,0.13
LOC127003723,0.03,0.03,0.04,0.06,0.04,0.25,0.08,0.06,0.21,0.1,0,0,0,0,0.05,0.02,0,0.09,0.06,0
LOC127003724,13.58,30.8,18.85,8.56,7.33,16.51,15.37,29.43,22.69,7.13,21.97,44.46,34.85,45.26,2.48,2.65,14.21,5.8,8.61,22.11
LOC127003725,12.37,17.61,14.23,32.5,27.96,37.38,30.42,47.52,15.4,11.25,14.82,7.37,8.96,7.94,3.94,6.68,7.42,6.92,7.66,10.63
LOC127003726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003727,0,0.11,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.07,0,0,0,0
LOC127003728,4595.4,2857.09,3467.13,435.65,382.93,350.22,431.02,364.31,286.7,263.85,298.98,229.69,316.75,273.44,161.3,180.75,141.1,147.73,189.33,113.06
LOC127003729,0.96,0.98,0.65,39.82,37.9,99.3,93.37,103.59,59.1,54.47,62.99,265.45,323.07,254.93,11.71,17.95,26.6,16.45,46,77.93
LOC127003730,0.23,1.48,0.31,254.02,239.91,0.81,0.99,0.71,18.7,24.28,42.78,0.12,0.49,1.8,0,74.2,0,0.02,24.69,0
LOC127003731,0,0.08,0,3.49,4.04,3.47,4.79,4.04,6.18,2.26,4.46,1.94,2.81,1.24,0.89,0.24,0.67,0.48,1.87,1.12
LOC127003732,0.51,0.63,0.29,0.26,0.13,0.08,0.09,0.48,0.3,0.06,0.32,0.09,0.13,0.12,0.17,0.07,0.12,0.07,0,0.12
LOC127003733,1.9,5.03,7.41,2.71,2.79,3.2,2.58,11.39,3.15,0.11,1.41,0.17,2.57,0.69,0.73,1.56,1.13,0.42,3.32,3.12
LOC127003734,6.76,13.28,10.09,2.62,1.94,2.9,4.02,3.75,3.66,2.57,3.51,0.93,1.06,0.79,0.7,0.81,0.77,0.59,1.14,0.93
LOC127003735,0,0.08,0.04,0.38,0.26,0.79,1.08,1.39,1.12,0.61,1.09,0.44,0.48,0.27,0.27,0.41,0.46,0.46,0.69,0.48
LOC127003736,25.77,38.15,36.24,20.55,17.88,12.46,13.52,19.27,17.87,8.68,18.43,7.06,4.67,7.67,3.28,4.66,4.64,3.57,6.36,5.09
LOC127003737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003738,0.15,0,0.46,0.09,0,0,0.08,0.13,0.8,0.18,0.48,0,0,0,0,0,0,0,0.32,0
LOC127003739,0.05,0.4,0.36,1.09,1.05,0.82,0.26,1.15,3.16,2.09,3.12,6.41,6.92,3.91,0.49,1.85,1.1,0.48,1.92,1.08
LOC127003740,1.97,1.46,1.3,4.88,5.06,1.01,2.18,5.99,1.69,5.63,1.26,0,0,3.38,0,1.02,0,0.39,0,0.9
LOC127003741,0.33,1.25,0,0,0,0,0.16,0,0,0,0.56,0,0,0,0,0,0.14,0,0,0
LOC127003742,0.54,0.56,0.08,36.13,35.13,41.15,45.72,48.83,96.99,68.78,75.68,23.3,20.08,30.02,10.13,7.9,18.89,4.91,10.22,9.67
LOC127003743,18.41,26.78,20.53,12.16,11.98,8.21,8.35,12.99,5.67,5.57,6.92,8.22,5.19,7.8,5.62,8.21,8.47,7.63,5.66,8.76
LOC127003744,61.1,100.35,56.71,74.14,44.95,41.24,35.38,109.8,60.16,24.09,49.3,15.75,18.79,20.92,14.81,28.99,27.64,18.84,60.45,46.69
LOC127003745,5.87,10.58,12.52,3.79,3.42,4.31,4.75,7.91,5.71,2.55,5.26,2.26,2.55,3.3,1.19,1.34,2.25,1.25,2.69,3.85
LOC127003746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC127003747,13.46,14.56,13.08,11.4,9.47,6.08,5.49,8.5,7.75,5.03,6.93,2.42,1.99,1.9,1.98,2.39,1.52,1.08,2.55,3.18
