transcript_id,egg_1,egg_5,egg_7,zoea_1,zoea_2,megalopaS_01,megalopaS_02,megalopaS_04,megalopaF_2,megalopaF_5,megalopaF_6,larvaeI_1,larvaeI_2,larvaeI_3,larvaeIII_1,larvaeIII_2,larvaeIII_3,larvaeV_2,larvaeV_4,larvaeV_6
XR_007748316.1,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.18,0,0,0,0
XR_007748317.1,0,0,0,0,0,0,0,0.28,0,0,1.14,0,0,0,0,0,0,0,0,0
XR_007748318.1,0.19,0,0,0,0.29,0.14,0,0.18,0.26,0.59,0,0,0,0,0,0,0,0,0,0
XR_007748319.1,2.99,2.37,4.35,2.46,5.19,1.3,3.33,2.3,8.8,3.78,5.65,0,0,0,1.74,2.15,4.66,0,1.71,0.52
XR_007748320.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748321.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748322.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748323.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748324.1,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.23,0,0,0,0,0,0.09
XR_007748325.1,1.01,0,0,0.69,1.56,0,0,0,3.31,0,0,0,0.61,0,0,0,0,0,0,0
XR_007748326.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
XR_007748328.1,29.19,22.35,6.02,15.14,5.29,32.84,7.17,8.27,33.3,19.9,15.84,2.04,7.18,3.29,0.41,0.26,6.94,0,12.23,10.6
XR_007748329.1,0.14,0.23,0.39,0,0.05,0.11,0,0,0.56,0.22,0,0,0,0,0,0,0,0,0,0
XR_007748330.1,0,0.17,0,0,0,0,0,0,0,0.18,0,0.14,0.14,0,0.15,0.24,0,0,0.12,0
XR_007748331.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748332.1,0,0.1,0,0,0,0,1.21,0.38,0.43,0.26,0.44,0,0,0,0,0,0,0,0,0
XR_007748333.1,0.1,0,0,0.16,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
XR_007748334.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748335.1,0.8,0.28,0,0,0,0,0,0,0,0.22,0,0.21,0,0.13,0,0,0,0,0,0
XR_007748336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748337.1,0.04,0.11,0.03,0.05,0.03,0.02,0,0.11,0.03,0.02,0.07,0.05,0,0.03,0,0.02,0.08,0.02,0.07,0
XR_007748338.1,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748340.1,0,0.32,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748341.1,0,0,0,0.33,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.17,0
XR_007748342.1,0,0.26,0,0,0.17,0,0,0.23,0,0,0,0,0,0,0,0,0.36,0,0.23,0
XR_007748343.1,0,0,0,0,0,0.15,0.2,0.12,0,0,0.06,0.2,0.14,0,0,0,0,0,0.12,0
XR_007748344.1,0,0,0,67.18,70.11,38.02,28.1,13.9,44.26,30.96,30.24,24.26,9.54,9.26,44.66,0,76.25,20.77,6.57,26.7
XR_007748345.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748346.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748347.1,0.69,1.23,0,0,0,0,13.76,21.05,0,0,0,13.71,0,16.82,9.43,4.37,0,18.85,0,0
XR_007748348.1,1.63,2.16,0.56,2.54,1.15,0.9,0.33,4.63,0.53,0.43,3.44,1.95,0.7,0,0,0,0.3,0,0.38,0.43
XR_007748349.1,0,1.14,0.97,0.4,0.69,0.53,0.5,2.62,1.86,0.66,1.53,0.28,0.31,0.46,0,0,0.13,0,0.08,0.09
XR_007748350.1,10.01,7.45,6.43,37.3,27.55,18.95,40.95,44.76,47.12,37.18,62.6,17.51,4.21,19.44,4.55,5.55,12.99,7.88,28.03,5.64
XR_007748351.1,0.11,0,0,1.09,0.03,0.64,1.02,1.46,2.23,0.49,1.15,0.79,0,0.01,0,0,0.22,0.53,0,1.06
XR_007748352.1,0,0,0.72,1.65,2.13,1.62,2,1.73,2.13,2.02,1.91,0.83,1.07,0.5,0,0.4,0.25,0.15,0.57,0
XR_007748353.1,1.11,0,0,0,0.27,0,0,0,0,0,0,0,0,0.08,0.96,0,0.35,0,0,0.26
XR_007748354.1,0,0,0,0.78,0.08,0.23,0,1.06,0,0.56,0,1.38,2.36,2.84,1.99,1.72,0.68,0.58,0.85,1.33
XR_007748355.1,0.12,0.55,0,0.6,0.37,0.27,0.64,0.67,0.24,0.49,1.26,0,0,0.03,0,0.17,0,0.14,0,0
XR_007748356.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748358.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748359.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748360.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748361.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748362.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748363.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748366.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748368.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748369.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748370.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748371.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748373.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748374.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748377.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748379.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748380.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748382.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748384.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748385.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748388.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748392.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748394.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748395.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748396.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748397.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748399.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748404.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748405.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748406.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748409.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748410.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748411.1,0,0,0,0,0,0,0,0.14,0.88,0.15,0,0.2,0,0.14,0.06,0,0,0,0,0
XR_007748412.1,0,0.44,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0
XR_007748413.1,0.02,0.07,0.04,0.12,0.04,0,0.06,0,0.35,0.06,0,0.04,0.03,0.03,0.01,0.02,0.06,0.02,0.04,0.08
XR_007748414.1,0.29,0,0,0,0.26,0,0,0.42,0.09,0.65,0.53,0,0,0,0,0.36,0,0,0,0
XR_007748415.1,0,0,2.34,0,0,0,0.24,0,0.39,0.51,0,0,0,0,0,0,0,0,0,0
XR_007748416.1,0.18,0.64,0,0,0,0,0,0,0.48,0,0,0.08,0,0,0,0,0,0.14,0,0
XR_007748417.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748418.1,0,0,0.82,0,0.42,0.56,0,0.09,0,0.52,0,0,0,0,0,0.71,0.32,0,1.06,0.39
XR_007748419.1,0,0,0.47,0,0,0,0.76,1.02,0,0.68,0,0,0,0,0,0,0,0,0,0
XR_007748420.1,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748421.1,0.25,0,0,0.41,0,0,0,0,1.73,0.13,1.38,0,0.54,0,0,0,0,0,0,0
XR_007748422.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748423.1,0,0.88,0,0,0,0,0,0,0.51,0,0.56,0,0,0,0,0.41,0,0,0,0
XR_007748424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748425.1,13595.35,9516.86,9519.03,6628.39,6523.48,5022.5,5094.68,3478.12,4249.82,5143.12,4924.61,4592.51,4937.16,6903.73,7297.5,9499.22,5939.5,6018.66,5760.55,4781.63
XR_007748426.1,0.02,0,0,0.02,0.01,0,0.03,0.07,0.15,0.06,0.05,0.14,0.15,0.12,0.03,0,0.11,0.01,0.05,0.02
XR_007748427.1,0,0,0,0.01,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
XR_007748428.1,0.55,0.79,0,0.28,0.1,0.14,0.14,0,0.11,0.01,0.83,0,0,0,0,0,0.29,0,0,0
XR_007748429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748430.1,0,0,0,0,0,0,0.9,0.61,0.15,0.13,0,0,0,0,0,0,0,0,0,0
XR_007748431.1,0,0,0,0.11,0,0,0.04,0,0.17,0.13,0.13,0,0,0,0,0,0,0,0,0
XR_007748432.1,0,0,0,0.11,0,0,0.04,0,0.17,0.13,0.13,0,0,0,0,0,0,0,0,0
XR_007748433.1,0,0,0,0.11,0,0,0.04,0,0.17,0.13,0.13,0,0,0,0,0,0,0,0,0
XR_007748434.1,0,0,0,0.11,0,0,0.04,0,0.17,0.13,0.13,0,0,0,0,0,0,0,0,0
XR_007748435.1,0,0,0,0,0,0,0.03,0,0.02,0.13,0,0.27,0,0,0,0,0,0,0,0
XR_007748436.1,0,0,0,0,0.01,0,0,0,0,5.22,0,0,0,0,0,0,22.11,16.42,0,12.36
XR_007748437.1,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
XR_007748438.1,0,0.3,0,0,0.15,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
XR_007748439.1,0,0.3,0,0,0.15,0.02,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
XR_007748440.1,0,3.09,0,23.51,14.67,7.53,15.81,7.75,6.86,0,8.5,9.13,5.04,8.44,17.92,8.52,6.65,0,0.76,5.64
XR_007748441.1,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748442.1,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748443.1,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748444.1,0.05,0.11,0,0.04,0,0.04,0,0.14,0.07,0.16,0,0,0,0,0,0,0,0,0,0
XR_007748445.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748447.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748450.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748453.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748454.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748455.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748457.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748459.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748461.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748462.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748466.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748467.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748468.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748469.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748470.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748471.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748473.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748474.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0
XR_007748475.1,0,0,0,0.03,0,0,0,0,0,0,0.07,0,0,0,0.06,0,0,0,0,0
XR_007748476.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748477.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748478.1,0,0.32,0,0,0,0,0.07,0,0,0.19,0,0,0,0,0,0,0,0,0,0
XR_007748479.1,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.05,0,0,0,0,0
XR_007748480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748481.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748482.1,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
XR_007748483.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748484.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748485.1,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0
XR_007748487.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748488.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748491.1,0,0.53,0,0.35,0,0.15,0,0,0,0,0,0,0,0,0,0.04,0,0.03,0.08,0
XR_007748492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748493.1,0.5,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748495.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748496.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748497.1,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748498.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
XR_007748499.1,0,0,0,0,0,0,0.19,0,0,0,0.64,0,0,0,0.08,0,0,0,0,0
XR_007748500.1,0.21,0.66,0.18,0,0,0.12,0,0.26,0.71,0.09,0,0.08,0.15,0.11,0,0.08,0,0,0,0.28
XR_007748501.1,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748502.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748503.1,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.05,0,0,0,0
XR_007748504.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748505.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748506.1,0.22,0.35,0.3,0.29,0.08,0.12,0.17,0.15,0.6,0.42,0.23,0.09,0.09,0.06,0.17,0.07,0,0.04,0.2,0
XR_007748507.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748508.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748509.1,0.24,0.13,0,0,0,0.09,0.39,0.46,1.12,1.29,0.52,0,0,0,0.48,0.08,0.98,0.08,0,0.91
XR_007748510.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748511.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748512.1,0,0,0,0,0,0.56,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0,0
XR_007748513.1,0,0.47,0.69,0.11,0,0,0,0.7,1.68,0.06,0,0,0,0,0,0,0,0,0,0
XR_007748514.1,0,0.18,0.41,0.1,0,0.01,0.78,1.19,2.22,0.03,1.12,0,0,0,0,0,0.03,0,0,0
XR_007748515.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0
XR_007748516.1,0,0,1.61,0,0,0.57,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0
XR_007748517.1,0.55,0,0,0,0.26,0,0,0,0,0.44,0,0,0,0,0,0.35,0,0.24,0,0
XR_007748518.1,0,1.6,0,0,0.51,0.37,0,0,0,0.55,0.88,0,0,0.52,0,0,0,0,0,0
XR_007748519.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748521.1,1.09,0,0.52,1.07,0.09,0,0.15,0.25,1.6,0,0,0.13,0.37,0,0.07,0,0.44,0.01,0.48,0.41
XR_007748522.1,0.16,0,0,0,0,0.59,0.12,0,1.18,0,0.25,0.56,0.21,0,0.12,0.17,0,0.12,0,0
XR_007748523.1,0,0.18,2.21,0.46,0.99,0,0,0.15,0,1.86,0,0,0,0.35,0,0,0.22,0,1.43,0
XR_007748524.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
XR_007748525.1,0,0,0,0,0.04,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748526.1,0.27,0,0.15,0.11,0,0.06,0.05,0,0.18,0.08,0,0,0.06,0.03,0.44,0.05,0,0,0,0
XR_007748527.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748528.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748529.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748530.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748531.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748532.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748533.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748535.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748536.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748537.1,0,0.45,0,1.83,0.68,0,0,0.64,0,0,0,0.32,0,0,0,0,0,0,0.97,0.44
XR_007748538.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748539.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748540.1,0,0.91,0,0.42,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748541.1,0.4,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748542.1,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748543.1,0,0,0,0.32,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748544.1,0,0,0,0.53,0.42,0,0,0.49,0.44,0.58,0,0,0,1.48,0,0,0,0,0,0
XR_007748545.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748546.1,0,0.62,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0
XR_007748547.1,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0
XR_007748548.1,0,0,0,0,0.39,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748549.1,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748551.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748552.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748553.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0
XR_007748554.1,0,0,0,0,0,0,0,0.66,0,0.12,0,0,0,0,0,0,0,0,0,0
XR_007748555.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748556.1,0,4.85,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0
XR_007748557.1,0,1.15,0,0.58,0,0.34,0,0,0.52,0,0,0,1.89,0,0,0,0,0,0,0
XR_007748558.1,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748559.1,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748560.1,0,0,0,0,0,0,0.34,0.21,0,0,0,0,0,0,0,0,0,0,0.31,0
XR_007748561.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748562.1,0,0,0,0,0,0.33,0.35,0,0.76,0,0,0,0,0.87,0,0,0,0,0,0
XR_007748563.1,1.03,0,2.1,0,2.13,0,0,2.26,2.14,0,2.55,0,1.24,0,0,0.29,0,0,2.19,0
XR_007748564.1,1.55,1.03,0.42,2.29,1.98,1.73,2.24,2.31,2.1,1.48,1.13,0.54,0.26,0.85,0,0.45,0.84,0.31,0.84,1.3
XR_007748565.1,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0
XR_007748566.1,0,0,0,0,0,0,0,0,0.84,0.23,0,1.96,0,0,1.15,0,0.52,1.26,0,2.82
XR_007748567.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748568.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_007748569.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
