gene_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,hepatopancreas2,hepatopancreas4,hepatopancreas5,heart1,heart2,heart5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testis3,testis4,testis6
LOC126996210,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996211,0.07,0.68,0.73,2.74,5.16,0.06,0,0,0.02,0,0,0,0.04,0.01,0.04,0,0,0,0.01,0.01,0.03,0.11,0.05,0.01,0,0.03,0.01,0,0,0
LOC126996212,0.2,0.5,0.15,0.38,0.27,17.57,0.12,0.32,0.28,14.07,12.49,14.85,0.04,0.07,0.02,0.45,34.36,0.1,0.06,0.06,0,0.41,0.29,0.13,0.14,0.16,0.31,0.14,0.17,0.05
LOC126996213,1.58,1.63,1.35,3.68,4.49,0.61,2.23,1.91,3.58,0.26,0.03,0.15,2.8,1.93,1.96,5.16,1.27,2.24,1.31,1.63,1.23,2.15,3.22,6.47,3.37,2.58,3.68,0.96,2.38,1.12
LOC126996214,31.86,69.33,61.62,303.28,373.02,64.14,25.85,19.09,16.19,3.07,1.24,0.8,112.93,128.03,155.15,43.06,5.44,50.34,41.9,50.83,52.55,100.48,187.54,123.96,12.01,34.69,22.79,1.53,4.87,3.7
LOC126996215,0.05,0,0,0,0.09,0,0.11,0,0.16,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0,0,0,0.03,0,0.03,0
LOC126996216,0,0,0.61,0.4,0,9.24,0.25,0,0,183.53,152.08,293.16,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996217,232.62,269.71,219.53,329.56,307.73,326.21,176.31,193.75,188.64,320.68,394.67,423.69,1087.31,852.06,933.04,446.95,172.08,496.93,767.67,950.59,619.14,72.49,375.71,57.06,411.62,584.05,399.22,151.4,135.7,126.63
LOC126996218,0,0,0.53,0,0,0,0,0,0,0.3,0.23,0.58,0,0,0,0,0,0,0,0,0.37,0.22,2.93,10.95,0,0,0,0.24,0.19,0.2
LOC126996219,0.19,0.91,0,2.71,2.28,0,0,0.15,0,0,0,0,0.65,1.86,0.92,0.78,0,0.17,0,0,0,0.09,2.35,0.46,0.24,0.09,0.19,0.23,0.16,0
LOC126996220,0,0,0,0,1.67,0,0,0,0,1.79,3.15,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996221,0,0,0,0,0,0,0,0,0,1.31,0.55,1.78,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.04,0
LOC126996222,12.35,41.63,44.17,79.82,97.41,105.76,18.68,11.96,25,40.98,39.87,28.57,49.53,51.21,49.81,28.17,32.35,22.88,19.17,17.83,21.09,12.96,26.04,11.73,39.32,43.92,27.16,4.99,10.74,8.9
LOC126996223,1.21,1.67,1,3.4,1.85,2.05,3.01,2.04,1.78,1.64,1.7,1.81,3.18,3.75,3.22,1.02,2.37,1.07,0.73,3.26,0.95,2.97,3.34,3.09,1.93,2.92,1.93,0.22,0.6,0.52
LOC126996224,0,0,0.06,0,0,78.25,0.38,0,5.41,65.62,64.08,59.66,0,0,0,0,484.57,0,0,0.06,0,0.09,0,0.04,0,0.52,0.46,0,0.03,0.03
LOC126996225,16.49,16.43,10.8,57.06,45.06,81.65,24.84,26.76,22.89,3.78,6.9,6.3,12.89,14.42,16.95,20.81,132.39,24.71,7.62,7.96,5.3,10.24,17.31,14.02,36.52,23.2,21.15,4.16,5.82,4.4
LOC126996226,0.18,7.53,0.12,0.1,0.07,0.12,0.04,0.02,0,0.02,0.01,0.01,0,0.05,0.01,0,0.24,0,0,0.01,0.01,0.35,0.23,0.53,0.01,0.05,0.1,0,0,0.02
LOC126996227,0.15,0.82,0.76,0.41,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996228,2.45,5.27,5.72,10.74,14.69,7.13,6.7,4.56,8.39,3,5.3,2.41,3.26,2.96,4.42,6.67,5.32,8.6,1.57,2.4,3.35,1.86,2.09,1.64,3.84,4.25,3.63,1.32,2.67,1.44
LOC126996229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996230,0.03,0.18,0.31,0.15,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.2,0.33,0.09,0,0.03,0,0,0,0
LOC126996231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996232,5.54,11.18,8.55,1.32,0.04,0.23,38.78,28.48,13.69,0,0,0,0.22,0.24,0.14,20.84,0.06,29.87,0.28,3.88,1.94,0.07,0.29,0.02,1.18,6.13,2.93,0,0,0.06
LOC126996233,0.15,0.08,0.73,0.24,0.89,0,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.09,0,0.23,0,0,0.03,0,0,0
LOC126996234,10.92,18.52,15.81,34.09,28.79,15.79,15.6,20.41,10.04,7.42,8.71,4.69,17.61,13.84,18.93,11.29,9.51,12.06,8.43,7.64,8.2,5.93,6.74,8.02,49.71,29.35,18.41,3.78,5.03,6.41
LOC126996235,22,67.33,50.42,267.08,267.28,68.64,43.15,55.05,43.96,35.67,23.56,26.79,32.3,41.38,44.94,61.22,40.29,35.51,7.93,15.87,10.37,28.11,44.24,26.93,46.54,42.16,19.65,5.74,14.83,9.14
LOC126996236,0,0.09,0,0,0.19,0,0,0.09,0,0,0,0.06,0,0.19,0,0.07,0,0,0,0,0,0,0.07,0.21,0,0,0,0.04,0,0
LOC126996237,0,0,0,0.1,0.21,1.01,0,0,0,1.74,2.32,1.96,0,0,0,0,2.3,0,0,0,0.06,1.61,0.08,1.11,0,0,0,0,0.07,0
LOC126996238,0,0.1,0.04,0.1,0,0,0,0,0,0,0,0,0.03,0.07,0.04,0.04,0,0,0,0.04,0,0,0.04,0,0,0,0,0.02,0.02,0
LOC126996239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996240,42.72,85.06,69.58,190.28,192.54,40.75,61.61,64.15,66.52,59.72,66.25,56.74,96.28,116.76,140.01,104.98,92.39,45.28,86.75,60.49,84.28,50.88,77.25,57.14,99.31,78.65,45.75,15.72,23.17,19.55
LOC126996241,6.28,6.14,3.15,3.35,2.95,3.26,2.26,5.19,0.2,0.38,0,0.11,12.68,15.64,8.94,1.2,0.08,0.11,1.18,5.83,0.6,0.63,3.46,0.76,0.81,0.95,1.27,0.05,0.14,0.12
LOC126996242,17.58,6.8,21.27,11.83,19.34,51.27,20.51,9.23,23.29,3.26,5.9,10.7,17.6,20.9,21.14,19.14,6.24,46.01,8.8,20.68,8.54,4.46,7.15,7.14,13.63,15.82,34.17,1.97,0.91,1.64
LOC126996243,5.62,11.95,11.34,34.51,61.54,1.82,3.7,7.32,2.97,0.1,0.04,0.13,2.1,2.47,0.99,2.99,0.37,2.57,9.66,9.79,6.82,2.59,2.14,2.08,1.89,1.68,1.86,0.13,0.25,0.2
LOC126996244,0.23,0.3,0.2,0.97,0.67,0.13,0.18,0.19,0.25,0.33,0.34,0.19,0.68,1.01,0.56,0.34,0.12,0.13,0.26,0.35,0.29,0.61,0.92,0.95,0.42,0.58,0.44,0.11,0.27,0.09
LOC126996245,18.34,14.87,12.02,35.28,35.09,16.06,18.74,31.85,21.64,9.7,10.18,7.35,23.25,25.15,27.25,20.22,6.48,19.62,18.01,25.12,16.14,16.29,17.03,14.54,21.81,27.19,19.76,4.86,6.82,3.8
LOC126996246,0,0.24,0,0.5,0.77,0,0.16,0.67,0.24,0,0.04,0,0,0,0,1.54,0.14,0.07,0.05,0,0.08,0.14,0.56,0.33,0,0,0,0,0.04,0.07
LOC126996247,1.62,3.9,3.59,4.85,15.36,8.47,0.96,3.14,2.33,3.86,4,4.56,3.61,5.57,5.55,3.73,0.51,1.49,2.56,4.83,5.04,3.47,6.46,5.96,3.02,4.36,8.74,0.93,0.89,1.19
LOC126996248,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0.37,0,0,0,0,0,0
LOC126996249,0,0,0.06,0.07,0,0,0.09,0,0.07,0,0.05,0,0,0.1,0,0,0.11,0,0,0,0,0.16,0.24,0.29,0,0.08,0.76,0,0.05,0
LOC126996250,94.75,125.53,76.25,81.38,94.66,87.22,178.61,152.58,254.57,77.22,42.83,52.95,265.34,370.09,222.16,101.08,108.1,101.4,160.96,198.76,128.7,50.63,96.96,50.41,20.23,76.78,53.83,12.23,6.99,7.06
LOC126996251,2.1,1.06,1.3,1.49,4.74,4.65,5.11,1.57,2.94,0.66,1.47,1.33,0.83,0.58,1.86,1.68,2.43,1.01,1.05,0.61,1.69,1.38,0.41,1.13,1.13,2.68,4.37,0.96,0.59,0.26
LOC126996252,20.47,11.07,29.21,19.93,24.35,77.88,29.06,17.61,12.38,17.7,8.81,12.08,16.02,13.15,3.75,15.1,17.71,37.15,23.01,16.4,1.47,19.85,21,11.05,23.11,30.14,21.05,1.25,6.21,5.86
LOC126996253,0.11,1.42,2.18,2.58,1.46,4.71,0.22,0,0.31,1.39,4.09,0.22,0.09,0.24,0.08,1.05,0.56,1.85,0,0.07,0,1.62,3.1,0.96,0.06,0.32,0.49,0,0.99,0.34
LOC126996254,0,0.09,0,0.89,0,0,0.25,0,0,0,0,0,0.4,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
LOC126996255,0,0.93,0,0,0,0.45,0,0,0.31,0,0,0,0,0,0.23,0,0.74,0,0.28,0.28,0,3.53,0.27,13.07,0,0.37,0,0.31,0.21,0
LOC126996256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996257,0,0,0.4,0,0,0.36,0,0,0.73,0.29,1.98,1.62,0.35,0,0,0,0,0,0,0,0,0.15,0,0.6,3.43,0.44,0.31,0,0.09,0
LOC126996258,0,0,0,1.43,0,0,0,0,0,0,0,0,1.45,5.36,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996260,0,0,0,0.19,0,0,0,0,0,0.11,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.06,0
LOC126996261,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.08,0,0,0,0,0,0.16,0.23,0.08,0,0,0,0,0
LOC126996262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996263,0,0.15,0,0,0,0,0,0.31,0.15,0,0.1,0,0,0,0,0,0,0.34,0,0,0,0.18,0.26,0,0,0.18,0,0,0.16,0
LOC126996264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996265,0.15,0.11,0,0.07,0.33,0,0.22,0.22,0.11,0,0,0,0.22,0.24,0.58,0.43,0,0.3,0,0,0.03,0.23,0.09,0.03,0,0.99,0,0,0,0
LOC126996266,0,0.03,0,0.27,0,0,0,0.2,0,0,0,0,0,0.28,0,0.19,0.28,0,0,0,0,0,0,0.12,0.15,0.51,0,0,0,0.1
LOC126996267,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.06,0,0,0
LOC126996269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996272,0,0,0,0,0,16.26,0,0.83,0,0,7.09,0,0,0,0,0,19.17,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1.44,0.25,0,0,0,0,0,0
LOC126996274,0.1,0.11,0.13,0.2,0.06,0.15,0.05,0,0.06,0.02,0.02,0,0.09,0.06,0.03,0.15,0,0.09,0,0,0.01,0.61,0.37,0.86,0,0.31,0.08,0,0.06,0.12
LOC126996275,0,0,0.08,0.25,0.26,0,0.13,0,0,0,0.1,0,0.03,0,0.07,0.3,0,0.11,0,0,0,0.88,0.92,1.36,0.08,0.4,0,0.03,0,0.16
LOC126996276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996277,0,0.08,0.06,0,0.11,0.03,0,0.02,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0.87,0.41,0.79,0.02,0,0,0,0.03,0.17
LOC126996278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.36,1.13,1.45,0,0,0,0,0,0
LOC126996279,0,0,0,0,0,0,0.33,0,0,0,0.63,0,0.26,0,0.18,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996282,0.91,2.47,2.63,31.27,62.54,0.34,1.09,1.72,0.9,2.27,2.33,1.34,1.37,2.92,2.21,4.28,0.56,7.19,0.06,0.29,0.69,7.18,11.14,7.87,0.92,0.83,0.36,0.09,0.36,0.17
LOC126996283,0,0.05,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0.04,0.08,0,0.41,0,0,0,0.34,2.12,0.09,0,0,0,0,0,0
LOC126996284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996285,0.06,0.09,0.05,0,0.19,3.64,0.07,0,0,5.94,7.29,7.9,0.33,0.04,0.07,0,23.74,0,0,0,0.06,2.42,1.61,2.84,0,0.13,0.04,0,0,0
LOC126996286,1.15,17.38,26.3,0.57,1.43,0.02,3.23,1.84,3.59,0.11,0.02,0.01,0.01,0,0.01,1.94,0.03,0.95,0.13,0.2,0.1,0.24,1.31,0.47,0.22,0.4,0.31,0.03,0.06,0.04
LOC126996287,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0
LOC126996288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996291,22.34,34.27,36.9,73.09,109.91,8.61,26.93,10.76,15.91,5.29,10.92,5.62,70.49,51.58,54.76,32.21,1.43,36.48,3.71,10.31,4.8,11.26,9.35,11.84,11.92,7.38,5.42,1.91,3.35,2.96
LOC126996292,0.05,1.33,0.4,1.83,1.96,0.13,0.66,0.17,0.17,0.1,0,0,1.83,1.56,1.63,0.14,0,0,0.23,0.37,0.47,0,0.14,0.1,0.39,0.84,0.18,0,0.06,0
LOC126996293,0.7,1.85,1.82,5,4.8,0.69,4.96,2.98,2.08,0.17,0.88,0.39,12.43,8.82,9.94,2.11,0.35,1,1.4,2.45,4.31,2.26,1.38,3.06,21.07,17,7.03,0.26,1.09,0.66
LOC126996294,1.12,6.7,3.56,21.6,15.94,4.3,4.55,8.12,3.31,7.2,8.99,4.45,2.71,3.08,3.21,5.41,8.58,2.47,1.25,0.91,1.36,2.72,3.48,1.81,14.65,5.23,1.23,0.45,1.56,1.43
LOC126996295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.14,0,0,0,0,0,0,0,0,0
LOC126996297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996298,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996299,0.07,1.3,2.01,0.45,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0
LOC126996300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996302,0.19,0.19,0.14,0.94,0.47,0,0.4,0.31,0,0.26,0,0,0,0,0,0,0,0.38,0,0,0.09,7.74,16.19,4,1.89,0.62,0.07,8.95,16.16,13.84
LOC126996303,0,0.25,0.09,0,0,0.15,0.4,0,0,0,0.45,0.1,0,0.09,0.12,0.34,0,0.14,0,0.15,0.36,0.64,0.6,0.61,0,0.25,0.33,0,1.09,0
LOC126996304,0,0.1,0.08,0.21,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.09,0,0,0,0,0,0,0
LOC126996305,1.07,1.24,0.79,3.46,3.31,3.03,1.44,0.99,1.62,1.29,2.13,1.62,1.54,0.82,1.35,1.95,0.73,1.01,0.3,0.58,0.38,1.62,2.46,1.61,4.91,2.44,3.21,0.78,0.87,0.77
LOC126996306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996308,0,0,0,0,1.97,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996309,0.04,0.1,0,0.18,0,0,0.09,0,0,0.13,0,0,0.07,0.05,0,0,0.08,0.11,0,0,0.08,0.06,0.17,0,0.1,0.62,0.04,0.14,0.15,1.32
LOC126996310,0.51,0,0,0,0,1.14,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0
LOC126996311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
LOC126996313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0
LOC126996314,0,0,0,0.49,0,0,0,0.32,0.15,0.27,0,0.19,0,0,0,0,0.14,0,0,0,0,0.14,0.13,0.41,0,0,0,0,0.12,0
LOC126996315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996317,0,2.36,2,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.08,0,0
LOC126996319,0.11,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996320,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996321,0,0,0,0,0.14,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
LOC126996322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0
LOC126996323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,1.5,0,0,0,0,0,0
LOC126996326,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.75,1.32,0,0,0,0,0,0
LOC126996327,0.27,1.07,0.35,0,1.37,0,0.83,0.22,0.21,0,0,0.16,1.06,26.8,12.9,0,0,0,0.58,2.09,1.63,0,0.18,0.26,0,0.51,2.32,0,0,0.08
LOC126996333,0.5,1.42,1.32,2.62,5.73,1.19,2,1.07,4.09,1.05,1.35,2.93,1.8,2.31,1.39,0.29,2.56,0.16,1.76,1.26,1.04,0.51,1.09,1.23,0.9,2.33,7.32,0,0.77,0.74
LOC126996334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996335,0.66,0.94,1.67,4.62,4.42,2.97,1.73,1.72,1.87,0.6,3.32,1.3,1.33,1.49,1.27,4.83,8,2.78,0.68,0.25,0.36,23.43,18.2,15.91,12.73,4.01,2.74,0.62,1.14,0.58
LOC126996336,0,33.43,0,8.08,0,4.6,6.02,2.8,0,20.56,20.6,2.88,3.08,9.33,0,0,29.51,0,0,0,6.34,28.65,15.12,38.35,0,4.56,10.2,0.71,5.19,5.8
LOC126996337,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0
LOC126996338,0.03,0.39,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.24,0,0.08,0,0,0,0.05,0,0.05,0.07,0,0,0
LOC126996339,0.23,3.44,1.18,5.5,4.04,1.72,1.8,3.16,2.9,3.95,5.16,2.16,1.76,2.15,1.94,3.93,1.03,1.07,1.15,0.84,2.08,4.23,8.21,4.42,4.55,2.05,0.52,0.56,2.4,1.79
LOC126996340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.57,0,0,0,0,0,0
LOC126996341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996342,0.18,2.19,0.39,0,0.1,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0
LOC126996343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996345,0.55,1.44,1.85,2.41,8.3,9.66,3.7,1.75,3.13,2.84,4.99,3.14,0.81,1.24,1.95,2.22,1.37,1.89,0,0.51,0.18,1.37,3.46,2.27,15.56,13.43,6.53,0.87,1.88,1.09
LOC126996346,0,0,0,0,0.09,0,0,0.09,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
LOC126996347,1.49,7.74,7.42,9.95,18.25,1.46,3.83,1.75,6.96,0.24,0.51,0.36,1.14,1.21,1.3,46.79,0.51,31.44,0.63,0.59,0.47,4.28,3.29,3.92,6.89,5.03,4.06,0.23,0.56,0.41
LOC126996348,0,0,0.37,0,0.07,1.76,0,0,0,39.06,38.65,34.27,0,0,0,0.06,0.36,0,0,0,0.08,0.97,0.44,0.43,0,0.08,0,0,0.05,0
LOC126996349,20.04,20.41,8.92,34.51,27.48,31.7,39.65,39.94,38.63,26.88,27.43,23.71,28.59,25.63,18.97,19.35,31.13,25.16,19.48,16.22,13.87,29.22,35.88,25.31,40.62,31.83,18.8,5.29,6.89,7.23
LOC126996350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.07,0.29,0,0,0,0,0,0
LOC126996352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0
LOC126996353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,2.19,0.6,0,0,0,0,0,0
LOC126996358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
LOC126996359,0,0,0,0.2,0.22,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.09,0,0,0,0,0,0,0
LOC126996360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
LOC126996361,0.36,0.38,0,0.5,0,0,0,0,0,0.11,0.25,0.73,0.4,0.14,0,0,0,0,0.17,0.33,0.12,0.45,0.66,0,5.27,3.6,2.69,0,0.13,0
LOC126996362,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996363,12.33,50.22,24.86,96.4,64.3,33.09,38.51,54.54,63.91,49.94,63.17,41.18,49.78,55.25,46.49,52.39,50.91,17.09,19.1,15.92,31.08,66.93,307.81,59.95,99.12,53.29,19.24,5.17,16.86,16.19
LOC126996364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39
LOC126996367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996368,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0,0,0.77,0,0.66,0,0,0,0.15,0,0.29,0,0,0.05,0,0.06,0
LOC126996369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.07,0,0,0,0,0.12,0
LOC126996370,0,0,0,0,0.69,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.19,0.28,0,0,0,0,0,0,0
LOC126996371,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.2,0,0,0
LOC126996373,0,0,0.76,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996375,12.64,17.99,6.52,39.28,17.63,4.04,68.57,53.22,56.21,15.43,35.78,17.41,12.92,9.19,8.71,28.49,46.21,18.39,4.59,5.2,4.47,12.43,13.87,14.87,34.57,16.84,8.67,9.36,8.2,9.25
LOC126996376,0,0,0,0,0,0,11.49,29.82,36.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126996377,0,0,0,0.06,0,0,0,0,0.11,0.1,0.04,0,0,0.08,0,0,0.05,0,0,0,0.04,0.14,0.5,0.88,0,0.03,0,0,0.06,0.04
