gene_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,hepatopancreas2,hepatopancreas4,hepatopancreas5,heart1,heart2,heart5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testis3,testis4,testis6
LOC126985785,0.11,0,0,0,0,0.88,0,0,0,0.32,0.37,0,0,0,0,0.83,1.26,0.31,0,0,0,0.08,0,0.08,0,0,0,0,0,0
LOC126985786,0.34,0,0,0,0,0.64,0,0,0,0,0.65,0.39,0,0,0,0.46,0.35,0,0,0,0,0,0.92,0.65,0.41,1.57,0,0,0,0
LOC126985787,0,0.75,0.33,0.36,0.66,0.51,0,0.14,0.2,0.56,0.64,0.15,0.05,0.05,0.31,0.53,0.05,0.07,0,0.18,0.26,0.94,1.29,1.28,0.21,0.08,0.06,0,0.24,0.26
LOC126985788,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.32,0,0,0,0,0,0.39,0.28,0,0.38,0.27,0,0.26,0.18,0.22,0.15,0.33
LOC126985789,0,0,0.37,0.26,0,0,0.29,0.23,0.26,1.59,0.46,0.33,0.35,0.16,0,0.2,0.51,0.25,0,0,0,0,0.39,0,0.18,0.18,0.09,0,0.08,0
LOC126985790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0
LOC126985791,0.69,2.24,2.36,5.39,4.97,4.06,1.64,1.95,2.34,2.5,3.24,2.51,2.29,3.01,2.41,1.26,1.38,2.7,1.32,2.19,1.28,0.61,1.56,1.36,2.54,3.06,2.1,0.64,1.05,0.58
LOC126985792,0.67,1.54,0.54,1.26,3.4,1.24,0.78,0.06,0.25,0.09,0.11,0.2,0.15,0.04,0.17,0.25,0.04,0.24,0,0.12,0.05,9.52,24.07,21.04,1.45,0.54,5.24,0.02,0.34,0.07
LOC126985793,10.52,9.24,4.44,0.08,0.4,0.11,3.18,1.46,2.17,1.98,0,0,0.05,0.98,0.17,7.48,0.06,8.84,0.27,0.27,0.05,7.78,0.65,5.63,1.63,0.63,0.83,0,0.32,0.03
LOC126985794,0,0,0,0,0,0,0,0,0,0.92,0.95,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985795,1.32,1.19,1.03,2.15,2.38,0,0.31,0,0,0,0,0.06,0,0.06,0,0.2,0,0.26,0,0,0.15,0.09,0.42,0.1,0.13,0.05,0,0,0.08,0.15
LOC126985796,0.11,0.53,2.26,3.56,3.58,157.26,0.53,0,0,966.49,820.58,809.48,0.37,0,0,0.55,860,1.36,0,0.31,0,90.61,46.92,149.72,0,0.93,0.37,0.63,0.97,0.43
LOC126985797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985798,3.01,21.13,30.42,0.79,0.47,15.27,1.81,1.24,2.64,14.75,19.87,16.35,0.27,0.07,0.06,0.59,13.8,0.65,0.26,0.07,0.21,1.38,3.49,2.21,5.38,3.95,4.5,0.03,0.04,0.08
LOC126985799,0.2,0.52,0.93,0.46,1.16,0,0,0,0.03,0.07,0.01,0,0,0,0,0.02,0,0.69,0,0,0,0.42,0.54,0.5,0.06,0.02,0.04,0.04,0.03,0.03
LOC126985800,0.81,12.66,20.42,0.61,0,4.56,0.66,0.59,1.32,8.48,12.9,7.01,0,0,0.09,0.1,12.57,0.64,0.11,0.1,0.22,1.5,0.7,1.67,3.48,6.14,1.48,0.06,0.08,0
LOC126985801,0,0,0,0,0,0.23,0,0,0,0.09,0.31,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985802,0,0.94,0.42,12.49,3.13,1.26,0,0.11,0,0,0,0,0.82,0.23,0.24,8.78,0,15.03,0.1,0.93,0.26,0.06,0,0.19,0.73,0.5,1.24,0,0,0
LOC126985803,0.57,1.17,0.62,9.28,0.61,0,0,0,0,0,0,0,0.11,0.03,0.18,5.92,0,5.9,0,0.07,0.03,0.29,0.07,0.29,0.81,0.38,0.35,0.02,0.13,0.05
LOC126985804,0.11,0.17,0.56,1.72,1.57,0.52,0.34,0.26,0,0.05,0.06,0.06,0.06,0.31,0.46,2.07,0.28,2.85,0.08,0.23,0.71,0,0,0,0,0.1,0.11,0,0.09,0
LOC126985805,0.11,0,0.86,0.37,0,0,514.45,73.02,433.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93,40.82,9.28
LOC126985806,0.1,1.69,0.98,2.59,0.13,0.81,7.46,2.59,9.19,1.55,1.49,1.37,0,0,0,2.42,1.45,0,0,0,0,0.66,1.45,0.72,0,0.22,0.05,5091.89,4812.33,4869.03
LOC126985807,0.1,2.81,3.7,6.14,0.49,1.58,0,0,1.5,3.12,2.1,1.65,0,0,0,7,2.48,0,0,0,0,2,2.68,1.47,0,0.27,0.32,11481.91,8564.5,10898.27
LOC126985808,0.96,1.5,2.68,13.27,25.99,0,0,0,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0.03,0.04,0.03,0,0,0,0.05,0.02,0.07
LOC126985809,0.04,7.24,11.36,0,0.07,0,10.74,74.69,14.54,0,0,0,1.03,1.9,2.2,0.05,0.05,0,0,0.17,0.12,0,0,0.11,0,0.12,0,0.59,0.66,0.96
LOC126985810,0,0,0.07,0,0,0,1.04,0,0,0.05,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985811,0,0,0,0,0.08,0.11,0.19,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.25,0,0,0,0,0,0,0
LOC126985812,0,0.58,1.05,0,0,0.11,0,0.15,0,0,0,0,0,0.05,0.22,0,0.52,0,0,0,0,0.08,0.23,0.24,0,0,0,0,0,0
LOC126985813,0,0.05,0,0,0.05,0,0.07,0,0.25,0.15,0.1,0,0.04,0.07,0.34,0,0,0,0,0.09,0.19,8.03,1.84,11.05,0,0.09,0.02,0.03,0,0
LOC126985814,2.39,5.03,5.34,5.84,5.07,2.67,2.34,2.82,3.93,9.23,9.19,5.55,7.01,4.85,5.75,2.85,2.93,3.4,12.43,6.21,10.16,1.13,2.84,1.69,4.87,5.07,3.59,0.96,1.42,0.79
LOC126985815,1.05,0.73,1.03,2.49,4.49,2.98,0.95,3.52,3.09,1.59,1.22,2.39,0.39,1.57,0.97,2.2,1.45,1.4,0.17,0.97,0.69,37.83,41.38,35.73,77.17,58.6,36.71,0.46,0.39,0.77
LOC126985816,0.4,1.35,0.77,2.81,4.09,4.82,0.83,1.11,2.4,34.3,17.43,28.18,0.36,0.54,0.66,1.35,2,0.64,0.42,0.44,0.27,2.97,3.34,4.67,0.58,0.61,1.27,0.71,0.92,1.09
LOC126985817,2.05,1.06,0.85,2.22,4.52,2.79,0,3.18,1.04,7.32,5.67,4.63,0,0.75,1.59,2.76,1.66,4.6,1.87,0,0,0,0,0.64,0,0.62,0.4,0,0,0
LOC126985818,0,0,0,0.73,2.96,0,0,2.09,4.09,14.45,4.18,8.59,0,0,1.56,1.2,2.73,0,0,0,0,0,0,0,0,0.41,0.27,0,0,0
LOC126985819,0.31,1.1,1.51,5.63,8.76,2.16,0,0,0,0.03,0,0.01,0.18,0.23,0.4,0.19,0.06,0.26,0,0.03,0,0.05,0.21,0.05,0.07,0.02,0.01,0,0,0
LOC126985820,0.03,0.73,1.01,2.78,0.68,0.3,0.32,0.05,0.44,0.23,0.29,0.25,0.24,0.53,0.37,0.38,0.04,0.27,0.13,0.39,0.78,0.15,0.13,0.21,1.29,0.94,0.25,0.03,0.22,0
LOC126985821,0.35,0.55,0.09,0.34,0.35,0.33,0.14,0.11,0,0,0,0,0.08,0,0.17,0.28,0,4.33,0,0.1,0,4.39,3.01,5.07,0.08,0.13,0.05,0,0,0.13
LOC126985822,125.45,212.05,211.13,441.21,395.88,298.62,252.9,210.36,274.71,149.38,211.6,191.85,280.15,266.4,307.44,187.34,232.25,216.69,233.14,176.37,207.99,91.25,183.67,114.83,611.53,427.61,334.23,42.49,68.62,52.17
LOC126985823,1.76,1.92,2.3,4.21,5.33,6.02,3.76,1.55,4.33,3.39,4.46,4.27,3.15,2.29,3.75,2.87,4.86,5.24,2.83,1.64,2,1.54,1.71,2.4,5.18,3.28,4.51,1.11,0.68,0.69
LOC126985824,66.49,64.93,90.68,67.57,174.33,70.39,169.05,174.91,500.68,51.73,98.93,67.61,157.68,125.57,154.2,436.37,106.83,593.14,151.52,136.64,154.75,65.86,83.02,81.63,160.12,109.03,158.34,57,44.42,32.36
LOC126985825,0,0.21,0.17,0.33,0.11,0.16,0.14,0.32,0.62,0,0.21,0.15,1.15,1.43,0.94,0.89,0.08,1.14,0,1.2,0.36,0.12,0.27,0.29,0.16,0.8,0.22,0,0.07,0.22
LOC126985826,0.27,0.72,0.58,4.79,4.47,0.59,1.34,4.31,1.23,2.77,1.23,0.84,0.42,0.42,0,1.61,1.52,0.47,0.3,0,0.21,0.59,0.91,3.41,0,1.22,0.11,0,0.3,0
LOC126985827,0.05,1.08,0.44,1.47,2.59,0.6,0.72,4.64,0.88,1.8,0.1,1.22,0.27,0.27,0,0,0.59,1.47,0,0.9,0.37,0.08,0.75,1.33,0.15,1.2,0.66,0.29,0.07,0.18
LOC126985828,0.23,1.08,0.91,3.69,5.03,1.34,2.35,4.67,0.84,1.64,0.86,2.56,0,0.51,0.06,0.88,2.46,5.1,0,2.6,1.09,0.27,1.65,3.46,0.21,1.64,3.75,0.25,0.87,0.82
LOC126985829,0,0,0,0,0,1.17,0,0,0,39.36,30.32,20.72,0,0,0,0,1.9,0,0,0,0,0,0.04,0.03,0,0,0,0,0.02,0
LOC126985830,0.04,0.13,0.17,0,0,1.65,6.68,6.84,1.19,17.24,18.33,12.23,0,0,0,0,1.49,0,0,0,0,0.36,0.05,0.96,0,0,0,0,0,0
LOC126985831,0.25,2.82,0.29,24.49,2.39,0.81,7.16,17.7,9.01,0.57,0,0.25,1.14,0.32,0.37,2.86,0.04,0,1.17,0.24,2.27,0.77,1.38,1.14,7.37,5.61,2,0.02,0.67,0.25
LOC126985832,0.23,0.48,0.58,0.31,1.34,0.09,0.24,0.12,1.18,0.07,0.12,0.09,0,0,0,0.05,0.38,0,0,0,0,0.53,0.31,3,0,0,0,0,0.02,0.02
LOC126985833,3.15,6.43,3.8,12.39,13.07,0.23,9.62,5.48,5.58,0,0,0,1.88,2.08,1.03,0.19,0,0.08,0.69,1.75,1.2,0.18,0.13,0.32,0.35,1.62,1.8,0.16,0.11,0.03
LOC126985834,0,0,0.24,0,0,0,0.29,0,0.17,0,0,0,0.21,0.21,0,0,0,0,0,0,0,0.2,0,0,0,0.17,0.24,0,0.06,0
LOC126985835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0
LOC126985836,0.93,4.93,1.53,9.94,5.8,2.71,2.39,2.18,2.51,8.05,10.26,3.52,2.02,3.13,1.83,4.44,4.86,2.19,0.55,0.79,0.76,9.61,17.32,10.81,7.51,4.91,1.42,1.33,3.63,4.48
LOC126985837,0.11,0.34,0.14,1.62,0.74,0,0.6,0.35,0.17,0,0,0,0,0,0,0,0,0,0,0.15,0.11,0,0,0,0,0,0,0,0,0
LOC126985838,24.75,22.56,16.14,25.15,22.46,15.79,26.71,23.98,16.36,16.38,11.72,11.05,10.94,16.15,11.07,11.08,15.91,10.43,10.51,15.13,15.25,59.72,30.42,50.89,40.69,39.97,33.02,1.31,2.35,3.98
LOC126985839,8.63,13.32,8.53,31.98,22.9,13.22,45.55,24.82,39.31,10.48,14.96,12.54,14.72,8.61,12.67,22.96,13.7,15.14,6.89,6.24,8.48,30.74,17.46,19.58,28.55,15.73,15.34,4.24,6.82,5.73
LOC126985840,0.23,0.43,0.38,1.2,1.87,0.45,0.59,0.63,0.82,0.37,0.6,0.5,2.58,0.91,1.79,0.46,0.35,0.26,0.96,1.52,1.42,4.42,1.78,1.15,1.21,1.32,0.53,0.16,0.09,0.63
LOC126985841,0.55,3.65,2.74,0,0,0,0,0,0,0,0,0,0.87,1.67,2.28,0.64,0,0.14,1.97,3.08,1.49,0,0,0,0,0.48,0.37,0,0,0.05
LOC126985842,0.31,1.22,1.28,0.13,0,0.13,0.32,0.25,6.9,0,0,0,0,0,0.07,0.1,0.1,6.41,0.78,0,0,0.07,0.21,0,13.6,4.05,1.44,0,0.25,0.05
LOC126985843,1.01,2.33,3.54,2.05,13.98,88.23,0,0,0,0,0,0,0,0,0.07,0,12.47,0,0,0,0,0,0.24,0.06,0.14,0,0.08,0,0.03,0
LOC126985844,0,0.15,0.48,0.05,0.05,0,0,0.1,0,0,0,0,0,0.14,0.04,0,0,0,0,0,0,0,0.08,0.12,0,0,0,0,0.03,0
LOC126985845,6.38,6.82,5.23,2.11,0.06,0.09,22.17,21.1,4.52,0.12,0,0,0.29,0,0.09,107.62,0.05,26.2,1,0.36,0.82,13.4,14.73,24.62,2.63,2.76,2.47,0.03,0.11,0.18
LOC126985846,1.8,3.79,3,9.74,11.98,5.67,3.78,4.67,6.21,6.07,10.49,5.41,1.6,1.86,2.21,4.1,6.25,6.69,0.64,0.79,0.56,5.51,16.56,7.95,5.05,3.31,2.32,1.32,1.7,1.41
LOC126985847,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.26,0.2,0.02,0,0,0.01,0,0,0
LOC126985848,0.21,0.51,0.41,0.2,0.5,0,3.86,1.75,6.49,0,0,0,0,0,0.46,0.2,0,0.26,0,0.04,1.39,4.43,2.41,4.16,0.25,0.14,0.12,0,0,0.04
LOC126985849,1.46,8.22,6.14,18.72,13.28,12.24,12.16,9.09,8.69,10.4,12.89,9.22,11.27,9.61,8.7,6.93,3.99,5.09,5.02,6.33,6.29,34.36,42.38,37.09,18.92,14.24,5.33,1.21,2.39,2.55
LOC126985850,6.66,18.51,9.56,8.52,12.03,2.42,17.83,11.99,56.46,8.15,4.38,3.73,74.17,136.95,110.22,22.79,3.09,10.59,17.82,38.56,30.96,4.17,9.52,7.9,5.31,16.24,8.64,0.85,2.75,1.78
LOC126985851,10.74,29.73,14.7,54.03,71.84,17.93,14.14,54.69,14.87,799.58,129.95,177.96,8.33,10.9,6.75,108.63,183.14,47.03,0.84,3.01,1.37,1.01,10.72,4.03,4.54,13.99,29.83,2.82,6.11,2.1
LOC126985852,6.97,26.48,38.45,45.54,96.91,1.27,0,0,0,0,0,0,0,0.54,0.14,0,0,0.1,0,0,0,0,0,0.06,0,0.33,0.16,0,0.03,0
LOC126985853,1.86,0.28,1.96,3.08,4.42,4.35,1.89,2.4,1.85,1.32,1.44,2.21,1.97,2.22,1.11,1.44,1.65,6.93,2.15,8.64,0.48,1.42,3.21,2.32,5.53,8.46,3.75,0.35,0.96,0.52
LOC126985854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985855,0.02,0.41,0.07,0,0,0,0.48,0.28,0.41,0,0,0,0,0,0,0.15,0,0.08,0,0,0.02,0.12,0.06,0.21,0.01,0.04,0,0,0,0
LOC126985856,1.7,4.15,3.06,6.87,6.42,5.4,2.84,2.59,3.24,2.77,3.8,2.22,4.09,3.67,3.51,3.61,2.38,3.19,2.4,3.08,2.78,4.36,3.4,2.5,3.64,4.19,1.84,1.29,1.74,1.54
LOC126985857,2.36,7.65,5.69,29.98,21.78,8.31,7.96,6.76,13.49,12.4,9.29,6.36,6.34,6.25,7.04,9.96,6.24,5.83,5.53,3.95,7.03,4.42,5.46,4.67,6.37,3.59,2.52,0.41,1.63,1.02
LOC126985858,7.97,12.53,7.95,30.36,10.87,32.89,21.05,14.58,23.39,37.9,28.78,24.51,6.8,9.17,6.1,10.04,10.22,9.69,5.4,2.7,2.15,6.65,11.19,8.14,22.04,9.35,6.83,7.26,6.01,10.3
LOC126985859,133.76,110.61,109.02,329.34,322.92,312.29,233.9,121.71,195.91,130.44,289.86,207.91,203.05,152.18,148.18,200.1,232.3,252.91,78.36,58.08,61.86,85.32,108.08,94.29,97.78,75.74,73.73,45.06,47.62,27.28
LOC126985860,3.64,1.92,0.41,11.26,7.27,0.51,7.94,11.86,17.11,0.49,0.87,1.81,2.85,0.94,0.9,4.6,0.27,1.86,2.22,2.95,2.46,0.37,1.31,0.58,4.86,8.19,7.85,0.14,0.95,0.98
LOC126985861,0.1,0.16,0.13,0.17,0,0,0.64,0.49,1.13,0.09,0.22,0,0,0,0,0.28,0,1.25,0,0,0.1,3,3.62,1.97,0.5,0.38,0.95,0,0.06,0
LOC126985862,0.95,5.71,4.39,38.74,70.97,0.5,0.61,0.38,0.12,0.07,0.25,0.12,0.59,0.99,0.19,0.82,0,0.46,0.19,0.18,0.18,0.27,9.6,0.18,0.74,1.33,0.35,0.02,0.09,0.03
LOC126985863,2.07,5.76,3,13.26,7.99,4.5,7.16,10.08,10.86,20.59,18.26,17.94,7.33,7.34,6.62,8.85,5.35,6.58,3.31,3.38,3.51,5.6,6.26,4.53,6.23,4.29,2.2,2.29,3.14,3.17
LOC126985864,2.81,7.13,6.65,7.59,10.4,2.67,0.61,0.11,0.22,0,0,0,40.22,32.39,12.91,0.51,0.04,0.42,25.48,1.53,16.99,0.1,0.04,0,0.1,0.71,6.61,0.35,0,0.02
LOC126985866,0,0,0.12,0,0,0,0,0,0,0,0,0,0.21,0.43,0.11,0,0,0,0.13,0,0.19,0,0.13,0,0,0,0,0,0,0
LOC126985867,20.59,59.19,26.28,56.04,35.47,26.95,44.47,25.83,20.89,22.68,16.18,11.61,12.95,17.42,22.82,30.18,17.15,14.74,24.29,31.38,18.31,58.38,57.8,44.36,11.12,20.1,8.58,19.96,59.54,61.44
LOC126985868,0,0.03,0.03,0.05,0.13,0.43,0.06,0.41,0.08,0.13,0.08,0,0.01,0.07,0.04,0.01,0.3,0.03,0.03,0.01,0.01,5.87,31.28,7.99,15.63,9.1,1.83,0.05,0.04,0.31
LOC126985870,22.17,28.59,25.47,35.78,34.11,56.8,43.05,40.69,49.2,19.91,29.58,18.32,64.65,118.6,47.62,18.47,35.38,23.12,31.03,33.39,19.26,52.15,43.76,50.6,28.43,38.1,24.34,3.2,5.56,5.91
LOC126985871,0.25,4.35,1.48,4.98,3.17,1.37,2.53,4.06,3.65,4.16,2.59,0.81,3.33,4.34,3.43,8.98,6.18,1.09,0.93,1.31,1.28,3.69,5.84,2.07,4.42,1.58,0.36,0.19,1.46,1.59
LOC126985872,0.1,8.79,5.26,9.33,5.22,0.35,3.16,4.63,3.99,3.81,3.86,0.67,5.96,4.4,5.67,12.52,0.37,1.51,19.17,10.51,16.82,8.79,36.41,5.02,0.9,1.6,0.16,0.32,2.02,1.04
LOC126985873,1.96,2.22,2.89,5.72,5.56,5.94,4.51,1.84,4.91,2.5,2.94,2.86,1.99,3.49,2.26,6,4.64,6.45,1.15,1.63,0.93,0.25,0.84,0.27,7.92,5.56,4.02,0.91,1.27,0.56
LOC126985874,0.63,0.78,1.42,11.22,16.72,0,0.17,0,0.13,0.08,0.04,0,0.19,0,0.25,1.17,0,0.29,1.43,1.39,1.03,0.04,0,0.16,0,0.12,0.14,0,0.93,0.83
LOC126985875,0.84,8.24,9.28,17.83,7.44,1.37,7.08,4.15,8.72,3.08,4.3,1.1,7.97,5.78,9.61,12.59,0.68,3.59,37.64,16.09,25.86,2.53,11.74,3.82,1.01,2.69,0.82,0.54,2.18,0.97
LOC126985876,0.03,0,0.11,0.68,0.15,0.07,0.06,0,0,0,0.03,0,0.1,0.07,0.14,0.04,0,0.15,0.08,0.16,0.15,0,0,0,0,0.03,0.06,0.12,0.13,0.04
LOC126985877,1.11,10.01,8.3,18.65,17.01,6.44,4.22,5.81,6.19,12.69,12.78,10.59,5.12,5.26,6.06,11.78,5.64,5.9,1.86,3.4,4.08,8.74,11.16,11.25,3.99,3.8,2.24,1.16,3.19,2.65
LOC126985878,13.79,72.34,62.18,72.93,73.1,28.26,32.95,38.84,54.56,45.38,48.06,23.38,203.57,141.1,148.69,43.77,50.3,24.09,65.92,68.84,59.6,10.34,30.46,8.72,22.18,36.5,17.11,4.02,10.39,8.45
LOC126985879,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.29
LOC126985880,10.42,11.48,11.95,22.29,17.49,50.56,13.52,8.88,10.13,13.02,11.99,14.14,10.67,10.18,11.7,10.37,10.52,11.53,6.89,7.52,7.1,12.78,14.75,17.22,28.26,31.01,23.82,3.24,4.12,6.75
LOC126985881,0.69,0.68,0.97,3.21,2.64,2.27,1,1.37,1.34,1.28,1.32,0.72,0.99,1.15,1.54,0.64,1.12,1.15,0.28,0.55,0.3,1.78,2.5,2,1.12,1.6,1.11,2.78,4.46,1.18
LOC126985882,0.06,0.09,0,1.04,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,3.77,0.1,0.44,19.79,2.78,29.64,0,0,0,3.08,6.46,0.44
LOC126985883,12.38,6.69,10.05,74.05,16.64,55.58,3.35,5.25,7.45,22.96,17.83,17.47,8.53,3.41,2.88,1.49,6.68,3.19,1.48,0.31,2.05,1.2,4.89,3.84,2.23,2.08,2.26,52.87,93.51,63.22
LOC126985884,3.34,8.54,3.01,15.46,12.63,9.89,6.3,11.51,12.28,14.31,14.19,11.24,9.15,24.55,9.94,8.39,8.02,8.33,5.34,10.32,4,9.31,178.13,9.76,65.02,27.64,13.28,2.33,5.22,4.9
LOC126985885,3.33,5.39,3.92,14.39,9.02,10.06,2.66,2.05,5.92,14.94,17.86,7.26,6.69,0.46,2.07,2.28,3.79,0.2,0.17,0.08,1.33,6.26,12.56,3.89,1.99,0.83,0.76,0.43,1.51,0.27
LOC126985886,0,0.24,0.14,0.06,0.77,0.09,0,0,0.12,0.31,0.48,0.39,0,0.04,0.14,0,0,0,0,0,0,0.32,0.36,0.11,0,0,0,0,0.21,0.07
LOC126985887,2.5,3.82,4.12,19.11,13.28,4.55,3.65,2.21,3.55,4.93,2.36,2.63,4.88,4.44,5,2.09,2.03,3.1,1.62,1.49,1.53,0.72,2.6,0,4.77,4.6,1.45,6.18,16.72,1.65
LOC126985888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.13,1.04,0.91
LOC126985889,0.77,5.32,6.95,25.17,32.98,0,0.2,0,0,0,0,0,0.11,0.22,2.05,2.07,0,0,0,0,0,0.27,0,0.09,0,0,0,0,0,0
LOC126985890,2.24,4.15,3.33,7.03,6.74,6.52,2.33,3.62,4.56,5.15,6.52,5.65,4.89,7.95,5.2,2.53,4.13,2.84,3.37,6.02,2.48,1.22,4.04,1.35,27.95,16.12,10.13,2.01,2.52,1.51
LOC126985891,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0
LOC126985892,0.88,3.1,1.35,3.47,0.97,6.64,5.72,5.21,2.8,24.8,25.06,10,1.39,1.67,2.18,2.82,13.34,0.47,0.48,1.39,1.05,475.62,326.89,309.78,0.7,1.69,0.96,0.31,0.11,0.11
LOC126985893,11.53,14.33,16.26,7.61,10.98,7.63,14.33,9.25,10.1,0.16,0.07,0.16,35.81,37.05,34.88,6.69,22.43,9.43,26.63,12.86,30.23,0.99,1.28,0.71,2.15,5.07,3.56,0.51,0.87,1.32
LOC126985894,0.93,0.68,0.31,0.92,1.15,0.15,1.67,0.4,0.19,0,0,0,0.42,0.99,0.22,0.33,0,0.43,0,0.17,0.18,0.17,0,0.18,0,0.35,0.17,0,0.1,0.04
LOC126985895,3.33,4.5,3.43,9.31,6.43,5.82,3.37,2.86,3.9,3.28,4.45,2.99,8.57,5.38,6.75,4.31,6.55,3.73,5.77,3.7,5.15,7.41,27.5,11.23,36.68,13.84,13.19,1.47,1.46,1.23
LOC126985896,5.61,6.35,7.09,10.64,10.7,7.23,8.93,3.69,8.13,6.88,6.58,7.05,2.47,3.17,2.74,4.03,6.38,5.15,3.16,3.76,2.59,2.62,4.81,4.6,3.28,4.85,6.12,0.54,1.1,0.87
LOC126985897,1.15,10.27,5.63,17.3,17.97,3.32,7.31,9.64,11.16,9.51,12.5,8.04,3.59,3.42,3.15,7.42,3.91,3.12,3.88,3.37,5.24,10.31,10.6,11.52,6.15,3.81,1.38,0.67,2.1,1.93
LOC126985898,1.34,9.34,2.71,9.79,17.33,4.34,4.43,8.51,15.87,7.35,7.02,9.85,2.3,5.48,7.24,8.65,2.7,1.76,0.88,1,3.48,14.63,14.17,12.75,4.87,3.82,2.92,1.65,3.64,2.17
LOC126985899,2.4,13.2,13.85,28.46,39.17,16.06,8.05,12.67,6.2,16,11.51,10.34,12.83,16.59,12.21,6.62,7.18,7.68,5.09,9.54,6.05,3.1,11.83,5.35,17.16,21.3,9.16,1.25,3.82,2.86
LOC126985900,2.39,5.26,2.95,13.3,9.63,7.83,4.2,2.66,2.6,5.13,8.58,3.76,10.84,5.94,4.87,6.65,8.19,4.71,3.06,1.66,1.42,6.59,7.18,6.67,35.03,12.57,7.87,2.49,2.09,2.75
LOC126985901,1.68,2.38,1.82,4.63,5.51,3.02,3.07,1.93,3.37,2.33,1.88,2.43,1.79,1.81,3.21,2.26,1.13,2.54,2.46,2.39,4.02,9.98,10.16,9.27,7.13,6.11,4.6,1.32,1.44,0.77
LOC126985902,5.96,27.78,14.17,14.03,18.56,36.64,23.11,37.9,42.63,24.69,28.78,16.92,3.9,4.8,2.66,44.75,50.07,31.21,1.89,1.29,1.05,42.53,35.44,20.12,14.07,9.55,4.39,6.46,15.5,13.03
LOC126985903,2.35,7.16,4.84,13.19,23.63,11.48,6.81,10.22,16.72,8,7.5,12.4,3.57,6.28,8.9,5.48,3.69,3.18,2.28,2.92,4.9,5.9,13.13,5.06,5.1,9.29,11.34,1.67,3.02,1.85
LOC126985904,0.78,13.3,4.37,26.63,41.97,7.59,5.24,15.22,8.33,13.3,9.29,10.56,8.54,13.38,12.27,7.31,6.2,3.95,1.62,3.22,3.87,12.61,19.77,8.08,10.72,8.17,3.6,0.6,2.66,3.18
LOC126985905,1.39,4.67,5.14,10.29,9.96,6.11,5.81,5.35,6.13,4.62,4.88,4.93,6.12,4.03,4.32,4.54,6.96,4.16,5.33,4.38,5.93,2.68,7.99,4.37,7.48,6.56,4.42,1.45,3.16,1.99
LOC126985906,0.74,4.89,2.97,36.33,64.27,0.37,0.94,0.75,0.46,0.12,0.02,0.03,0.2,1.15,0.77,0.55,0.08,0.5,0,0.85,0.42,0.78,0.12,0.38,0.63,0.23,1.13,0.2,0.01,0
LOC126985907,1.81,5.46,3.51,32.43,66.28,4.94,0.1,0.29,0.29,0,0,0,0.37,2.52,2.34,0.48,0,0.08,0,0.52,0.71,0,0,0,0,0.91,0.11,0.04,0,0
LOC126985908,0.11,0.51,0.44,0.12,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
LOC126985909,18.29,22.04,13.41,17.52,5.7,2.12,9.79,2.84,8.24,0,0,0,1.51,2.31,2.29,14.45,0.03,8.71,0.67,0.47,0.34,3.72,0.7,0.95,5.43,1.95,1.12,1.83,1.37,0.63
LOC126985910,3.62,12.08,9.91,32.65,20.81,19.66,9.49,8.04,9.95,18.29,21.67,14.09,8.79,8.54,9.3,8.71,10.27,5.76,4.92,4.23,4.87,12.48,19.19,15.49,25.44,18.25,12.12,3.46,4.6,5.7
